occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
administrative_staff,47,high_school,married,unidentified,July,3,74,5,unidentified,not_converted
executive,50,college,married,mobile,November,17,141,3,unidentified,not_converted
manual_worker,34,high_school,married,mobile,July,28,123,3,unidentified,not_converted
independent_worker,44,high_school,divorced,mobile,May,14,423,3,unidentified,not_converted
service_worker,24,college,single,unidentified,May,28,1277,2,unidentified,not_converted
retired_worker,57,high_school,divorced,mobile,May,8,165,1,unidentified,not_converted
executive,31,college,single,mobile,July,7,36,33,unidentified,not_converted
manual_worker,43,high_school,married,mobile,April,20,316,2,unsuccessful,not_converted
domestic_worker,39,elementary_school,married,mobile,July,11,194,3,unidentified,not_converted
technical_specialist,25,high_school,single,mobile,February,3,438,1,unidentified,not_converted
technical_specialist,46,high_school,divorced,mobile,November,18,78,1,unidentified,not_converted
executive,27,college,single,mobile,May,13,204,3,unidentified,not_converted
executive,31,college,single,mobile,April,30,97,2,other_outcome,not_converted
executive,56,college,married,mobile,May,26,410,1,other_outcome,converted
jobless,35,unidentified,married,mobile,July,30,187,3,unidentified,not_converted
administrative_staff,36,college,single,mobile,November,19,56,2,unidentified,not_converted
executive,34,college,married,mobile,July,31,33,39,unidentified,not_converted
executive,45,college,married,mobile,August,22,112,3,unidentified,not_converted
technical_specialist,26,high_school,single,unidentified,May,15,461,1,unidentified,not_converted
technical_specialist,53,high_school,married,mobile,May,13,1130,2,unidentified,converted
technical_specialist,60,high_school,married,mobile,August,19,143,2,unidentified,not_converted
manual_worker,47,high_school,married,mobile,May,4,230,6,successful,not_converted
executive,47,college,married,mobile,August,22,47,7,unidentified,not_converted
executive,33,high_school,married,unidentified,May,21,239,2,unidentified,not_converted
manual_worker,31,high_school,married,unidentified,May,27,121,1,unidentified,not_converted
manual_worker,35,elementary_school,married,mobile,May,13,237,2,other_outcome,not_converted
executive,23,unidentified,single,unidentified,May,9,194,3,unidentified,not_converted
executive,52,high_school,married,unidentified,June,5,234,3,unidentified,not_converted
independent_worker,31,college,single,unidentified,May,23,206,1,unidentified,not_converted
domestic_worker,59,elementary_school,married,mobile,August,8,129,4,unidentified,not_converted
service_worker,32,high_school,single,mobile,May,11,369,1,unidentified,not_converted
executive,43,college,married,unidentified,October,20,312,1,unidentified,converted
retired_worker,30,high_school,single,mobile,May,18,142,2,other_outcome,not_converted
manual_worker,31,elementary_school,married,unidentified,June,20,20,19,unidentified,not_converted
service_worker,42,high_school,married,mobile,February,5,43,1,unidentified,not_converted
business_owner,35,college,married,mobile,July,14,227,2,unidentified,not_converted
domestic_worker,45,high_school,married,mobile,May,4,113,1,successful,not_converted
administrative_staff,31,high_school,single,mobile,May,14,291,1,other_outcome,not_converted
domestic_worker,50,college,married,mobile,July,17,188,3,unidentified,not_converted
manual_worker,31,high_school,single,mobile,August,27,120,4,unidentified,not_converted
executive,37,college,married,mobile,February,9,41,3,unidentified,not_converted
jobless,30,college,single,mobile,February,6,90,6,unsuccessful,not_converted
technical_specialist,36,college,divorced,mobile,March,2,149,1,unidentified,not_converted
executive,33,high_school,married,mobile,May,18,11,5,unidentified,not_converted
domestic_worker,52,elementary_school,married,mobile,August,13,224,2,unidentified,not_converted
business_owner,57,college,married,unidentified,May,16,199,4,unidentified,not_converted
student,23,high_school,single,mobile,May,6,283,3,unidentified,not_converted
technical_specialist,52,high_school,married,mobile,February,26,959,3,successful,converted
administrative_staff,29,high_school,single,unidentified,June,19,779,1,unidentified,not_converted
retired_worker,68,unidentified,married,landline,June,8,149,1,unidentified,not_converted
executive,34,college,single,mobile,November,21,705,6,unidentified,converted
domestic_worker,47,elementary_school,married,mobile,April,20,325,1,unidentified,not_converted
business_owner,36,elementary_school,married,unidentified,June,12,478,2,unidentified,not_converted
manual_worker,26,high_school,single,unidentified,May,9,24,1,unidentified,not_converted
service_worker,30,high_school,single,mobile,April,17,282,4,other_outcome,not_converted
manual_worker,29,elementary_school,married,mobile,July,22,189,1,unidentified,not_converted
technical_specialist,33,college,single,mobile,April,14,401,1,unidentified,not_converted
executive,32,college,divorced,mobile,July,15,820,4,unidentified,converted
administrative_staff,45,high_school,married,mobile,July,31,189,3,unidentified,not_converted
jobless,49,college,single,mobile,February,9,140,6,other_outcome,not_converted
executive,39,college,married,unidentified,June,16,26,18,unidentified,not_converted
jobless,31,college,single,mobile,February,9,42,2,unidentified,not_converted
domestic_worker,44,high_school,married,unidentified,May,8,604,1,unidentified,not_converted
manual_worker,39,unidentified,single,landline,May,15,23,3,unsuccessful,not_converted
manual_worker,53,high_school,married,unidentified,May,14,97,1,unidentified,not_converted
independent_worker,39,high_school,divorced,unidentified,June,5,210,3,unidentified,not_converted
administrative_staff,30,high_school,single,mobile,January,29,372,1,unidentified,not_converted
executive,32,college,single,mobile,May,4,11,4,successful,not_converted
technical_specialist,60,college,married,mobile,August,11,75,1,unsuccessful,not_converted
executive,32,college,married,mobile,May,5,159,2,unsuccessful,not_converted
service_worker,25,high_school,single,unidentified,June,20,16,28,unidentified,not_converted
manual_worker,40,high_school,married,mobile,May,15,175,4,unidentified,not_converted
executive,50,college,married,mobile,November,17,259,1,unidentified,not_converted
business_owner,32,college,single,mobile,August,28,27,10,unidentified,not_converted
retired_worker,56,high_school,married,mobile,August,6,314,6,unidentified,not_converted
technical_specialist,31,high_school,single,mobile,July,23,158,4,unidentified,not_converted
manual_worker,29,elementary_school,married,mobile,May,5,39,5,other_outcome,not_converted
executive,34,college,married,mobile,June,3,342,1,other_outcome,not_converted
technical_specialist,30,high_school,single,unidentified,May,28,141,2,unidentified,not_converted
executive,53,college,married,mobile,April,30,284,3,successful,converted
technical_specialist,53,high_school,married,mobile,August,22,77,9,unidentified,not_converted
manual_worker,37,unidentified,married,mobile,May,14,343,2,unidentified,not_converted
administrative_staff,34,high_school,married,unidentified,June,2,149,8,unidentified,not_converted
administrative_staff,41,high_school,married,landline,July,11,178,2,unidentified,not_converted
manual_worker,28,elementary_school,married,landline,May,15,31,9,other_outcome,not_converted
administrative_staff,29,high_school,single,mobile,March,10,217,1,other_outcome,not_converted
retired_worker,54,elementary_school,divorced,mobile,July,14,248,3,unidentified,not_converted
manual_worker,39,high_school,married,mobile,April,16,237,1,unidentified,not_converted
independent_worker,28,high_school,single,mobile,July,23,623,3,unidentified,not_converted
retired_worker,74,college,married,mobile,March,15,192,1,successful,converted
manual_worker,49,elementary_school,married,unidentified,May,14,278,2,unidentified,not_converted
administrative_staff,42,high_school,divorced,mobile,November,21,137,2,unidentified,not_converted
executive,30,high_school,married,mobile,August,22,78,2,unidentified,not_converted
technical_specialist,37,high_school,married,mobile,January,28,561,1,unidentified,not_converted
service_worker,35,high_school,married,mobile,November,18,110,1,other_outcome,not_converted
business_owner,31,college,married,unidentified,October,18,558,1,unidentified,not_converted
technical_specialist,37,high_school,married,mobile,August,26,85,6,unidentified,not_converted
service_worker,41,high_school,married,unidentified,May,29,607,2,unidentified,not_converted
executive,31,college,single,mobile,May,7,45,1,unsuccessful,not_converted
manual_worker,27,unidentified,divorced,mobile,July,17,153,1,unidentified,not_converted
domestic_worker,52,elementary_school,married,mobile,July,17,1208,1,unidentified,converted
retired_worker,59,college,divorced,unidentified,June,9,329,4,unidentified,not_converted
technical_specialist,31,high_school,single,mobile,May,18,236,3,unsuccessful,not_converted
technical_specialist,32,high_school,married,mobile,August,12,204,10,unidentified,not_converted
administrative_staff,40,high_school,married,mobile,July,10,217,1,unidentified,not_converted
student,21,high_school,single,landline,February,2,77,2,unidentified,not_converted
executive,41,college,divorced,mobile,February,3,159,2,unidentified,not_converted
manual_worker,40,high_school,single,mobile,July,29,76,2,unidentified,not_converted
administrative_staff,40,high_school,married,mobile,November,21,199,2,unidentified,not_converted
manual_worker,38,high_school,married,unidentified,June,3,1030,6,unidentified,not_converted
manual_worker,38,high_school,married,unidentified,May,9,412,1,unidentified,not_converted
manual_worker,43,unidentified,divorced,unidentified,June,20,188,1,unidentified,not_converted
technical_specialist,39,college,single,unidentified,May,5,181,1,unidentified,not_converted
executive,44,college,married,unidentified,June,19,89,2,unidentified,not_converted
business_owner,38,elementary_school,married,mobile,May,5,106,4,unidentified,not_converted
manual_worker,51,elementary_school,married,mobile,April,20,233,2,unsuccessful,not_converted
technical_specialist,45,high_school,married,mobile,June,3,240,1,other_outcome,not_converted
executive,33,college,married,mobile,May,31,158,1,unsuccessful,not_converted
manual_worker,45,high_school,married,mobile,November,21,36,2,unidentified,not_converted
